framework,control_id,control_ref,control_family,rule_id,name,domain,severity,evidence_mode,evidence_type,path
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-composer-high-runtime-no-patch,GitHub Dependabot Composer High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-composer-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-composer-low-open,GitHub Dependabot Composer Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-composer-medium-open,GitHub Dependabot Composer Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-critical-dismissed,GitHub Dependabot Docker Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-docker-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-critical-open,GitHub Dependabot Docker Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-critical-runtime-no-patch,GitHub Dependabot Docker Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-docker-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-high-dismissed,GitHub Dependabot Docker High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-docker-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-high-open,GitHub Dependabot Docker High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-high-runtime-no-patch,GitHub Dependabot Docker High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-docker-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-low-open,GitHub Dependabot Docker Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-docker-medium-open,GitHub Dependabot Docker Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-critical-dismissed,GitHub Dependabot GitHub Actions Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-github-actions-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-critical-open,GitHub Dependabot GitHub Actions Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-critical-runtime-no-patch,GitHub Dependabot GitHub Actions Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-github-actions-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-high-dismissed,GitHub Dependabot GitHub Actions High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-github-actions-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-high-open,GitHub Dependabot GitHub Actions High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-high-runtime-no-patch,GitHub Dependabot GitHub Actions High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-github-actions-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-low-open,GitHub Dependabot GitHub Actions Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-github-actions-medium-open,GitHub Dependabot GitHub Actions Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-critical-dismissed,GitHub Dependabot Go Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-go-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-critical-open,GitHub Dependabot Go Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-critical-runtime-no-patch,GitHub Dependabot Go Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-go-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-high-dismissed,GitHub Dependabot Go High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-go-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-high-open,GitHub Dependabot Go High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-high-runtime-no-patch,GitHub Dependabot Go High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-go-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-low-open,GitHub Dependabot Go Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-go-medium-open,GitHub Dependabot Go Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-critical-dismissed,GitHub Dependabot Maven Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-maven-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-critical-open,GitHub Dependabot Maven Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-critical-runtime-no-patch,GitHub Dependabot Maven Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-maven-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-high-dismissed,GitHub Dependabot Maven High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-maven-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-high-open,GitHub Dependabot Maven High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-high-runtime-no-patch,GitHub Dependabot Maven High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-maven-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-low-open,GitHub Dependabot Maven Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-maven-medium-open,GitHub Dependabot Maven Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-critical-dismissed,GitHub Dependabot Npm Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-npm-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-critical-open,GitHub Dependabot Npm Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-critical-runtime-no-patch,GitHub Dependabot Npm Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-npm-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-high-dismissed,GitHub Dependabot Npm High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-npm-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-high-open,GitHub Dependabot Npm High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-high-runtime-no-patch,GitHub Dependabot Npm High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-npm-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-low-open,GitHub Dependabot Npm Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-npm-medium-open,GitHub Dependabot Npm Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-critical-dismissed,GitHub Dependabot Nuget Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-nuget-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-critical-open,GitHub Dependabot Nuget Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-critical-runtime-no-patch,GitHub Dependabot Nuget Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-nuget-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-high-dismissed,GitHub Dependabot Nuget High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-nuget-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-high-open,GitHub Dependabot Nuget High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-high-runtime-no-patch,GitHub Dependabot Nuget High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-nuget-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-low-open,GitHub Dependabot Nuget Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-nuget-medium-open,GitHub Dependabot Nuget Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-critical-dismissed,GitHub Dependabot Pip Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pip-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-critical-open,GitHub Dependabot Pip Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-critical-runtime-no-patch,GitHub Dependabot Pip Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pip-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-high-dismissed,GitHub Dependabot Pip High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pip-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-high-open,GitHub Dependabot Pip High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-high-runtime-no-patch,GitHub Dependabot Pip High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pip-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-low-open,GitHub Dependabot Pip Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pip-medium-open,GitHub Dependabot Pip Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-critical-dismissed,GitHub Dependabot Pub Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pub-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-critical-open,GitHub Dependabot Pub Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-critical-runtime-no-patch,GitHub Dependabot Pub Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pub-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-high-dismissed,GitHub Dependabot Pub High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pub-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-high-open,GitHub Dependabot Pub High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-high-runtime-no-patch,GitHub Dependabot Pub High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pub-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-low-open,GitHub Dependabot Pub Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-pub-medium-open,GitHub Dependabot Pub Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-critical-dismissed,GitHub Dependabot Rubygems Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-rubygems-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-critical-open,GitHub Dependabot Rubygems Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-critical-runtime-no-patch,GitHub Dependabot Rubygems Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-rubygems-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-high-dismissed,GitHub Dependabot Rubygems High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-rubygems-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-high-open,GitHub Dependabot Rubygems High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-high-runtime-no-patch,GitHub Dependabot Rubygems High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-rubygems-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-low-open,GitHub Dependabot Rubygems Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-rubygems-medium-open,GitHub Dependabot Rubygems Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-critical-dismissed,GitHub Dependabot Terraform Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-terraform-critical-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-critical-open,GitHub Dependabot Terraform Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-critical-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-critical-runtime-no-patch,GitHub Dependabot Terraform Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-terraform-critical-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-high-dismissed,GitHub Dependabot Terraform High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-terraform-high-dismissed.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-high-open,GitHub Dependabot Terraform High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-high-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-high-runtime-no-patch,GitHub Dependabot Terraform High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-terraform-high-runtime-no-patch.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-low-open,GitHub Dependabot Terraform Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-low-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-dependabot-terraform-medium-open,GitHub Dependabot Terraform Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-medium-open.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-archived-public,GitHub Archived public repository should be reviewed for stale sensitive code,github,medium,cel,github_repository_posture,policies/github/github-secops-repo-archived-public.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-default-branch-missing,GitHub Repository default branch should be populated for policy correlation,github,low,cel,github_repository_posture,policies/github/github-secops-repo-default-branch-missing.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-internal-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal All,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-all-dependabot-security-updates-disabled.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-internal-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Fork,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-fork-dependabot-security-updates-disabled.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-internal-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Primary,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-primary-dependabot-security-updates-disabled.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-owner-login-missing,GitHub Repository owner login should be projected for ownership routing,github,low,cel,github_repository_posture,policies/github/github-secops-repo-owner-login-missing.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-private-all-dependabot-security-updates-disabled.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-private-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Fork,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-private-fork-dependabot-security-updates-disabled.yaml
NIST 800-53 r5,SR-4,NIST 800-53 r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,github-secops-repo-private-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Primary,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-private-primary-dependabot-security-updates-disabled.yaml
