framework,control_id,control_ref,control_family,rule_id,name,domain,severity,evidence_mode,evidence_type,path
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-critical-open,GitHub Dependabot Npm Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-critical-runtime-no-patch,GitHub Dependabot Npm Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-npm-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-high-dismissed,GitHub Dependabot Npm High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-npm-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-high-open,GitHub Dependabot Npm High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-high-runtime-no-patch,GitHub Dependabot Npm High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-npm-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-low-open,GitHub Dependabot Npm Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-medium-open,GitHub Dependabot Npm Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-npm-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-critical-dismissed,GitHub Dependabot Nuget Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-nuget-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-critical-open,GitHub Dependabot Nuget Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-critical-runtime-no-patch,GitHub Dependabot Nuget Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-nuget-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-high-dismissed,GitHub Dependabot Nuget High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-nuget-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-high-open,GitHub Dependabot Nuget High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-high-runtime-no-patch,GitHub Dependabot Nuget High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-nuget-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-low-open,GitHub Dependabot Nuget Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-nuget-medium-open,GitHub Dependabot Nuget Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-nuget-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-critical-dismissed,GitHub Dependabot Pip Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pip-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-critical-open,GitHub Dependabot Pip Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-critical-runtime-no-patch,GitHub Dependabot Pip Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pip-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-high-dismissed,GitHub Dependabot Pip High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pip-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-high-open,GitHub Dependabot Pip High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-high-runtime-no-patch,GitHub Dependabot Pip High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pip-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-low-open,GitHub Dependabot Pip Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pip-medium-open,GitHub Dependabot Pip Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pip-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-critical-dismissed,GitHub Dependabot Pub Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pub-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-critical-open,GitHub Dependabot Pub Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-critical-runtime-no-patch,GitHub Dependabot Pub Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pub-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-high-dismissed,GitHub Dependabot Pub High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-pub-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-high-open,GitHub Dependabot Pub High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-high-runtime-no-patch,GitHub Dependabot Pub High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-pub-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-low-open,GitHub Dependabot Pub Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-pub-medium-open,GitHub Dependabot Pub Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-pub-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-critical-dismissed,GitHub Dependabot Rubygems Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-rubygems-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-critical-open,GitHub Dependabot Rubygems Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-critical-runtime-no-patch,GitHub Dependabot Rubygems Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-rubygems-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-high-dismissed,GitHub Dependabot Rubygems High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-rubygems-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-high-open,GitHub Dependabot Rubygems High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-high-runtime-no-patch,GitHub Dependabot Rubygems High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-rubygems-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-low-open,GitHub Dependabot Rubygems Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-rubygems-medium-open,GitHub Dependabot Rubygems Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-rubygems-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-critical-dismissed,GitHub Dependabot Terraform Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-terraform-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-critical-open,GitHub Dependabot Terraform Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-critical-runtime-no-patch,GitHub Dependabot Terraform Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-terraform-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-high-dismissed,GitHub Dependabot Terraform High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-terraform-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-high-open,GitHub Dependabot Terraform High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-high-runtime-no-patch,GitHub Dependabot Terraform High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-terraform-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-low-open,GitHub Dependabot Terraform Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-terraform-medium-open,GitHub Dependabot Terraform Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-terraform-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-pull-request-closed-tracked,GitHub Closed Pull Request Requires Review Evidence Tracked,github,low,cel,github_pull_request_lifecycle,policies/github/github-secops-pull-request-closed-tracked.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-pull-request-open-tracked,GitHub Open Pull Request Tracked,github,medium,cel,github_pull_request_lifecycle,policies/github/github-secops-pull-request-open-tracked.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-archived-public,GitHub Archived public repository should be reviewed for stale sensitive code,github,medium,cel,github_repository_posture,policies/github/github-secops-repo-archived-public.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-default-branch-missing,GitHub Repository default branch should be populated for policy correlation,github,low,cel,github_repository_posture,policies/github/github-secops-repo-default-branch-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-internal-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal All,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-all-dependabot-security-updates-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-internal-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Fork,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-fork-dependabot-security-updates-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-internal-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Primary,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-internal-primary-dependabot-security-updates-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-owner-login-missing,GitHub Repository owner login should be projected for ownership routing,github,low,cel,github_repository_posture,policies/github/github-secops-repo-owner-login-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-private-all-dependabot-security-updates-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-repo-private-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Fork,github,medium,cel,github_repository_security_configuration,policies/github/github-secops-repo-private-fork-dependabot-security-updates-disabled.yaml
