framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
nist80053r5,CM-7,nist80053r5 CM-7,NIST 800-53 r5 CM Configuration Management,12,0,0,,,,,direct_control_only,aws-ecr-immutable-tags; azure-vm-approved-extensions-only; gcp-gke-dashboard-disabled; gitlab-runner-unprotected-tags; k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-image-pinned-by-digest; k8s-pod-image-tag-not-latest; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-seccomp-runtime-default; ml-model-untrusted-source,
nist80053r5,CM-8,nist80053r5 CM-8,NIST 800-53 r5 CM Configuration Management,9,2,2,,,,,direct_source_backed,compliance-data-inventory-maintained; compliance-inventory-data-tracking; compliance-inventory-owners; endpoint-intune-noncompliant; endpoint-kandji-password-manager; endpoint-malware-detection; endpoint-mdm-enrolled; endpoint-password-manager; endpoint-sentinelone-active,endpoint-kandji-password-manager; endpoint-sentinelone-active
nist80053r5,CM-9,nist80053r5 CM-9,NIST 800-53 r5 CM Configuration Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-1,nist80053r5 CP-1,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-10,nist80053r5 CP-10,NIST 800-53 r5 CP Contingency Planning,16,0,0,,,,,direct_control_only,aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-s3-bucket-versioning-enabled; aws-s3-cross-region-replication; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; cert-expiry-30-days; db-backup-enabled; db-multi-az; gcp-sql-backup-enabled; pci-audit-retention,
nist80053r5,CP-11,nist80053r5 CP-11,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-12,nist80053r5 CP-12,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-13,nist80053r5 CP-13,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-2,nist80053r5 CP-2,NIST 800-53 r5 CP Contingency Planning,21,0,0,,,,,direct_control_only,aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-rds-multi-az-enabled; aws-s3-bucket-versioning-enabled; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; cert-expiry-30-days; compliance-bcdr-plan-exists; db-backup-enabled; db-multi-az; gcp-sql-backup-enabled; k8s-deployment-multiple-replicas; k8s-pod-liveness-probe-required; k8s-pod-readiness-probe-required; k8s-pod-resource-limits; pci-audit-retention,
nist80053r5,CP-3,nist80053r5 CP-3,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-4,nist80053r5 CP-4,NIST 800-53 r5 CP Contingency Planning,21,0,0,,,,,direct_control_only,aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-rds-multi-az-enabled; aws-s3-bucket-versioning-enabled; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; cert-expiry-30-days; compliance-bcdr-plan-exists; db-backup-enabled; db-multi-az; gcp-sql-backup-enabled; k8s-deployment-multiple-replicas; k8s-pod-liveness-probe-required; k8s-pod-readiness-probe-required; k8s-pod-resource-limits; pci-audit-retention,
nist80053r5,CP-6,nist80053r5 CP-6,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-7,nist80053r5 CP-7,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-8,nist80053r5 CP-8,NIST 800-53 r5 CP Contingency Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,CP-9,nist80053r5 CP-9,NIST 800-53 r5 CP Contingency Planning,17,0,0,,,,,direct_control_only,aws-dynamodb-pitr; aws-logs-retention-365; aws-rds-backup-enabled; aws-rds-deletion-protection; aws-s3-bucket-versioning-enabled; aws-s3-cross-region-replication; backup-encryption; backup-offsite; backup-retention; backup-rpo-compliance; backup-testing; bucket-sensitive-no-lock; cert-expiry-30-days; db-backup-enabled; db-multi-az; gcp-sql-backup-enabled; pci-audit-retention,
nist80053r5,IA-1,nist80053r5 IA-1,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-10,nist80053r5 IA-10,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-11,nist80053r5 IA-11,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-12,nist80053r5 IA-12,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-2,nist80053r5 IA-2,NIST 800-53 r5 IA Identification and Authentication,107,0,0,,,,,direct_control_only,aws-alb-no-authentication; aws-api-gateway-no-authorization; aws-appsync-no-authorization; aws-ec2-iam-instance-profile; aws-iam-password-policy; aws-iam-root-mfa-enabled; aws-iam-user-mfa-enabled; aws-iam-user-unused-credentials; aws-rds-iam-authentication; aws-s3-bucket-mfa-delete; aws-user-data-no-mfa; aws-user-inactive-admin-no-mfa; aws-user-inactive-data-no-mfa; azure-function-anonymous-access; azure-function-public; azure-sql-azure-ad-admin; azure-user-mfa-disabled; cross-provider-privileged-access-no-mfa; endpoint-kandji-password-manager; endpoint-password-manager; gcp-cloud-run-allow-unauthenticated; gcp-gke-metadata-server; github-admin-without-2fa; github-org-2fa-disabled; github-secops-app-installation-all-repos-actions-read; ... 82 more,
nist80053r5,IA-3,nist80053r5 IA-3,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-4,nist80053r5 IA-4,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-5,nist80053r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,118,14,14,,,,,direct_source_backed,admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; aws-alb-no-authentication; aws-api-gateway-no-authorization; aws-appsync-no-authorization; aws-codebuild-plaintext-secrets; aws-codebuild-secrets-in-env-vars; aws-codebuild-source-credential; aws-dynamodb-encryption; aws-ec2-instance-profile-attached; aws-ecs-secrets-in-env-vars; aws-eks-secrets-encryption; aws-iam-access-key-rotation; aws-iam-expired-certificates; aws-iam-password-policy; aws-iam-root-mfa-enabled; aws-iam-root-no-access-keys; aws-iam-single-access-key; aws-iam-user-mfa-enabled; aws-iam-user-multiple-access-keys; aws-iam-user-unused-credentials; aws-kms-key-rotation-enabled; aws-lambda-no-env-secrets; aws-lambda-secrets-in-env-vars; ... 93 more,aws-codebuild-plaintext-secrets; aws-ec2-instance-profile-attached; aws-iam-access-key-rotation; aws-iam-expired-certificates; aws-iam-password-policy; aws-iam-root-no-access-keys; aws-iam-single-access-key; aws-iam-user-mfa-enabled; aws-iam-user-multiple-access-keys; aws-iam-user-unused-credentials; aws-rds-iam-authentication; aws-secretsmanager-rotation-enabled; aws-secretsmanager-secret-used; okta-user-mfa-disabled
nist80053r5,IA-6,nist80053r5 IA-6,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-7,nist80053r5 IA-7,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-8,nist80053r5 IA-8,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IA-9,nist80053r5 IA-9,NIST 800-53 r5 IA Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IR-1,nist80053r5 IR-1,NIST 800-53 r5 IR Incident Response,1,0,0,,,,,direct_control_only,compliance-ir-plan-exists,
nist80053r5,IR-2,nist80053r5 IR-2,NIST 800-53 r5 IR Incident Response,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IR-3,nist80053r5 IR-3,NIST 800-53 r5 IR Incident Response,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IR-4,nist80053r5 IR-4,NIST 800-53 r5 IR Incident Response,23,4,4,,,,,direct_source_backed,aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; aws-guardduty-notifications; azure-defender-storage; compliance-p1-security-issues; compliance-p2-security-issues; container-runtime-exec-detected; gcp-cloud-ids-notifications; okta-suspicious-login; runtime-c2-connection-critical-asset; runtime-cloudtrail-disabled-event; runtime-dns-newly-registered-domain; runtime-edr-disabled-after-alert; runtime-guardduty-finding-high-open; runtime-identity-provider-risky-session; runtime-impossible-travel-admin; runtime-k8s-exec-privileged-pod; runtime-k8s-serviceaccount-token-access; runtime-malware-not-contained; sentinelone-threat-detected; threat-intel-malicious-domain-resolution; threat-intel-malicious-ip-connection,aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; runtime-guardduty-finding-high-open
nist80053r5,IR-5,nist80053r5 IR-5,NIST 800-53 r5 IR Incident Response,8,0,0,,,,,direct_control_only,aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; compliance-p1-security-issues; container-runtime-exec-detected; sentinelone-threat-detected; threat-intel-malicious-domain-resolution; threat-intel-malicious-ip-connection,
nist80053r5,IR-6,nist80053r5 IR-6,NIST 800-53 r5 IR Incident Response,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IR-7,nist80053r5 IR-7,NIST 800-53 r5 IR Incident Response,0,0,0,,,,,framework_catalog_only,,
nist80053r5,IR-8,nist80053r5 IR-8,NIST 800-53 r5 IR Incident Response,8,0,0,,,,,direct_control_only,aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; compliance-ir-plan-exists; container-runtime-exec-detected; sentinelone-threat-detected; threat-intel-malicious-domain-resolution; threat-intel-malicious-ip-connection,
nist80053r5,IR-9,nist80053r5 IR-9,NIST 800-53 r5 IR Incident Response,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-1,nist80053r5 MA-1,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-2,nist80053r5 MA-2,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-3,nist80053r5 MA-3,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-4,nist80053r5 MA-4,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-5,nist80053r5 MA-5,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MA-6,nist80053r5 MA-6,NIST 800-53 r5 MA Maintenance,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-1,nist80053r5 MP-1,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-2,nist80053r5 MP-2,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-3,nist80053r5 MP-3,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-4,nist80053r5 MP-4,NIST 800-53 r5 MP Media Protection,1,0,0,,,,,direct_control_only,m365-sensitivity-labels-missing,
nist80053r5,MP-5,nist80053r5 MP-5,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-6,nist80053r5 MP-6,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-7,nist80053r5 MP-7,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,MP-8,nist80053r5 MP-8,NIST 800-53 r5 MP Media Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-1,nist80053r5 PE-1,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-10,nist80053r5 PE-10,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-11,nist80053r5 PE-11,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-12,nist80053r5 PE-12,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-13,nist80053r5 PE-13,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-14,nist80053r5 PE-14,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-15,nist80053r5 PE-15,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-16,nist80053r5 PE-16,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-17,nist80053r5 PE-17,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-18,nist80053r5 PE-18,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-19,nist80053r5 PE-19,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-2,nist80053r5 PE-2,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-20,nist80053r5 PE-20,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-21,nist80053r5 PE-21,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-22,nist80053r5 PE-22,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-23,nist80053r5 PE-23,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-3,nist80053r5 PE-3,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-4,nist80053r5 PE-4,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-5,nist80053r5 PE-5,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-6,nist80053r5 PE-6,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-8,nist80053r5 PE-8,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PE-9,nist80053r5 PE-9,NIST 800-53 r5 PE Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-1,nist80053r5 PL-1,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-10,nist80053r5 PL-10,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-11,nist80053r5 PL-11,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-2,nist80053r5 PL-2,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-4,nist80053r5 PL-4,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-7,nist80053r5 PL-7,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-8,nist80053r5 PL-8,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PL-9,nist80053r5 PL-9,NIST 800-53 r5 PL Planning,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-1,nist80053r5 PM-1,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-10,nist80053r5 PM-10,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-11,nist80053r5 PM-11,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-12,nist80053r5 PM-12,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-13,nist80053r5 PM-13,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-14,nist80053r5 PM-14,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-15,nist80053r5 PM-15,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-16,nist80053r5 PM-16,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-17,nist80053r5 PM-17,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-18,nist80053r5 PM-18,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-19,nist80053r5 PM-19,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-2,nist80053r5 PM-2,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-20,nist80053r5 PM-20,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-21,nist80053r5 PM-21,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-22,nist80053r5 PM-22,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-23,nist80053r5 PM-23,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-24,nist80053r5 PM-24,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-25,nist80053r5 PM-25,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-26,nist80053r5 PM-26,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-27,nist80053r5 PM-27,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-28,nist80053r5 PM-28,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-29,nist80053r5 PM-29,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-3,nist80053r5 PM-3,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-30,nist80053r5 PM-30,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-31,nist80053r5 PM-31,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-32,nist80053r5 PM-32,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-4,nist80053r5 PM-4,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-5,nist80053r5 PM-5,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-6,nist80053r5 PM-6,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-7,nist80053r5 PM-7,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-8,nist80053r5 PM-8,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PM-9,nist80053r5 PM-9,NIST 800-53 r5 PM Program Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-1,nist80053r5 PS-1,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-2,nist80053r5 PS-2,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-3,nist80053r5 PS-3,NIST 800-53 r5 PS Personnel Security,1,0,0,,,,,direct_control_only,compliance-background-checks,
nist80053r5,PS-4,nist80053r5 PS-4,NIST 800-53 r5 PS Personnel Security,15,0,0,,,,,direct_control_only,identity-account-deprovision; identity-cyberark-deprovision; identity-duo-deprovision; identity-forgerock-deprovision; identity-github-deprovision; identity-jumpcloud-deprovision; identity-offboarding-sla; identity-office365-deprovision; identity-oracle-idcs-deprovision; identity-pingidentity-deprovision; identity-sailpoint-deprovision; identity-saviynt-deprovision; identity-slack-deprovision; identity-tailscale-deprovision; m365-terminated-users-active,
nist80053r5,PS-5,nist80053r5 PS-5,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-6,nist80053r5 PS-6,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-7,nist80053r5 PS-7,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-8,nist80053r5 PS-8,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PS-9,nist80053r5 PS-9,NIST 800-53 r5 PS Personnel Security,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-1,nist80053r5 PT-1,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-2,nist80053r5 PT-2,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-3,nist80053r5 PT-3,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-4,nist80053r5 PT-4,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-5,nist80053r5 PT-5,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-6,nist80053r5 PT-6,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-7,nist80053r5 PT-7,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,PT-8,nist80053r5 PT-8,NIST 800-53 r5 PT PII Processing and Transparency,0,0,0,,,,,framework_catalog_only,,
nist80053r5,RA-1,nist80053r5 RA-1,NIST 800-53 r5 RA Risk Assessment,0,0,0,,,,,framework_catalog_only,,
nist80053r5,RA-10,nist80053r5 RA-10,NIST 800-53 r5 RA Risk Assessment,0,0,0,,,,,framework_catalog_only,,
nist80053r5,RA-2,nist80053r5 RA-2,NIST 800-53 r5 RA Risk Assessment,2,0,0,,,,,direct_control_only,compliance-data-inventory-maintained; compliance-inventory-data-tracking,
nist80053r5,RA-3,nist80053r5 RA-3,NIST 800-53 r5 RA Risk Assessment,2,0,0,,,,,direct_control_only,compliance-risk-assessment-annual; vendor-risk-assessed,
nist80053r5,RA-5,nist80053r5 RA-5,NIST 800-53 r5 RA Risk Assessment,179,100,100,,,,,direct_source_backed,aws-ecr-scan-on-push; aws-lambda-runtime-supported; cisa-kev-vulnerability-present; container-eol-writable; container-image-scan; container-openssl-vuln; cve-2021-45046; cve-2021-45105; cve-2023-20867; cve-2023-4863; cve-2024-21626; cve-2024-6387; dirty-pipe-privileged; gcp-container-vuln-critical; gcp-container-vuln-high; gcp-container-vuln-low; gcp-container-vuln-medium; gcr-unscanned; github-code-scanning-critical; github-dependabot-critical-alert; github-dependabot-high-alert; github-secops-dependabot-cargo-critical-dismissed; github-secops-dependabot-cargo-critical-open; github-secops-dependabot-cargo-critical-runtime-no-patch; github-secops-dependabot-cargo-high-dismissed; ... 154 more,github-dependabot-critical-alert; github-dependabot-high-alert; github-secops-dependabot-cargo-critical-dismissed; github-secops-dependabot-cargo-critical-open; github-secops-dependabot-cargo-critical-runtime-no-patch; github-secops-dependabot-cargo-high-dismissed; github-secops-dependabot-cargo-high-open; github-secops-dependabot-cargo-high-runtime-no-patch; github-secops-dependabot-cargo-low-open; github-secops-dependabot-cargo-medium-open; github-secops-dependabot-composer-critical-dismissed; github-secops-dependabot-composer-critical-open; github-secops-dependabot-composer-critical-runtime-no-patch; github-secops-dependabot-composer-high-dismissed; github-secops-dependabot-composer-high-open; github-secops-dependabot-composer-high-runtime-no-patch; github-secops-dependabot-composer-low-open; github-secops-dependabot-composer-medium-open; github-secops-dependabot-docker-critical-dismissed; github-secops-dependabot-docker-critical-open; github-secops-dependabot-docker-critical-runtime-no-patch; github-secops-dependabot-docker-high-dismissed; github-secops-dependabot-docker-high-open; github-secops-dependabot-docker-high-runtime-no-patch; github-secops-dependabot-docker-low-open; ... 75 more
nist80053r5,RA-7,nist80053r5 RA-7,NIST 800-53 r5 RA Risk Assessment,0,0,0,,,,,framework_catalog_only,,
nist80053r5,RA-8,nist80053r5 RA-8,NIST 800-53 r5 RA Risk Assessment,0,0,0,,,,,framework_catalog_only,,
nist80053r5,RA-9,nist80053r5 RA-9,NIST 800-53 r5 RA Risk Assessment,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-1,nist80053r5 SA-1,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-10,nist80053r5 SA-10,NIST 800-53 r5 SA System and Services Acquisition,139,0,0,,,,,direct_control_only,cicd-artifact-signature-required; cicd-build-logs-public; cicd-build-provenance-required; cicd-build-provenance-verified; cicd-dependency-review-required; cicd-iac-plan-approval-required; cicd-release-separation-of-duties; cicd-secret-scanning-blocking-required; cicd-slsa-build-level-below-2; cicd-slsa-build-level-below-3-critical-service; cicd-unpinned-third-party-action; cicd-untrusted-fork-write-token; github-actions-artifact-attestation-missing; github-actions-oidc-subject-too-broad; github-branch-requires-linear-history; github-branch-requires-signed-commits; github-codeowners-missing; github-dependabot-security-updates-disabled; github-repo-webhook-insecure-ssl; github-ruleset-bypass-unrestricted; github-ruleset-required; github-secops-dependabot-cargo-critical-dismissed; github-secops-dependabot-cargo-critical-open; github-secops-dependabot-cargo-critical-runtime-no-patch; github-secops-dependabot-cargo-high-dismissed; ... 114 more,
nist80053r5,SA-11,nist80053r5 SA-11,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-15,nist80053r5 SA-15,NIST 800-53 r5 SA System and Services Acquisition,12,0,0,,,,,direct_control_only,cicd-artifact-signature-required; cicd-build-logs-public; cicd-build-provenance-required; cicd-build-provenance-verified; cicd-dependency-review-required; cicd-iac-plan-approval-required; cicd-release-separation-of-duties; cicd-secret-scanning-blocking-required; cicd-slsa-build-level-below-2; cicd-slsa-build-level-below-3-critical-service; cicd-unpinned-third-party-action; cicd-untrusted-fork-write-token,
nist80053r5,SA-16,nist80053r5 SA-16,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-17,nist80053r5 SA-17,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-2,nist80053r5 SA-2,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-20,nist80053r5 SA-20,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
