framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
iso27701,A.7.3.5,iso27701 A.7.3.5,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.3.6,iso27701 A.7.3.6,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.3.7,iso27701 A.7.3.7,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.3.8,iso27701 A.7.3.8,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.3.9,iso27701 A.7.3.9,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.1,iso27701 A.7.4.1,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.2,iso27701 A.7.4.2,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.3,iso27701 A.7.4.3,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.4,iso27701 A.7.4.4,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.5,iso27701 A.7.4.5,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.6,iso27701 A.7.4.6,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.7,iso27701 A.7.4.7,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.8,iso27701 A.7.4.8,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.4.9,iso27701 A.7.4.9,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.5.1,iso27701 A.7.5.1,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.5.2,iso27701 A.7.5.2,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.5.3,iso27701 A.7.5.3,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,A.7.5.4,iso27701 A.7.5.4,ISO 27701 A.7 PII Controller Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.1,iso27701 B.8.2.1,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.2,iso27701 B.8.2.2,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.3,iso27701 B.8.2.3,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.4,iso27701 B.8.2.4,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.5,iso27701 B.8.2.5,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.2.6,iso27701 B.8.2.6,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.3.1,iso27701 B.8.3.1,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.4.1,iso27701 B.8.4.1,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.4.2,iso27701 B.8.4.2,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.4.3,iso27701 B.8.4.3,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.1,iso27701 B.8.5.1,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.2,iso27701 B.8.5.2,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.3,iso27701 B.8.5.3,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.4,iso27701 B.8.5.4,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.5,iso27701 B.8.5.5,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.6,iso27701 B.8.5.6,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.7,iso27701 B.8.5.7,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso27701,B.8.5.8,iso27701 B.8.5.8,ISO 27701 B.8 PII Processor Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.2,iso277012025 A.1.2.2,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.3,iso277012025 A.1.2.3,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.4,iso277012025 A.1.2.4,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.5,iso277012025 A.1.2.5,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.6,iso277012025 A.1.2.6,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.7,iso277012025 A.1.2.7,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.8,iso277012025 A.1.2.8,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.2.9,iso277012025 A.1.2.9,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.10,iso277012025 A.1.3.10,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.11,iso277012025 A.1.3.11,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.2,iso277012025 A.1.3.2,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.3,iso277012025 A.1.3.3,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.4,iso277012025 A.1.3.4,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.5,iso277012025 A.1.3.5,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.6,iso277012025 A.1.3.6,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.7,iso277012025 A.1.3.7,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.8,iso277012025 A.1.3.8,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.3.9,iso277012025 A.1.3.9,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.10,iso277012025 A.1.4.10,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.2,iso277012025 A.1.4.2,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.3,iso277012025 A.1.4.3,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.4,iso277012025 A.1.4.4,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.5,iso277012025 A.1.4.5,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.6,iso277012025 A.1.4.6,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.7,iso277012025 A.1.4.7,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.8,iso277012025 A.1.4.8,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.4.9,iso277012025 A.1.4.9,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.5.2,iso277012025 A.1.5.2,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.5.3,iso277012025 A.1.5.3,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.5.4,iso277012025 A.1.5.4,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.1.5.5,iso277012025 A.1.5.5,ISO 27701:2025 A.1 A.1 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.2,iso277012025 A.2.2.2,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.3,iso277012025 A.2.2.3,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.4,iso277012025 A.2.2.4,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.5,iso277012025 A.2.2.5,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.6,iso277012025 A.2.2.6,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.2.7,iso277012025 A.2.2.7,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.3.2,iso277012025 A.2.3.2,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.4.2,iso277012025 A.2.4.2,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.4.3,iso277012025 A.2.4.3,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.4.4,iso277012025 A.2.4.4,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.2,iso277012025 A.2.5.2,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.3,iso277012025 A.2.5.3,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.4,iso277012025 A.2.5.4,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.5,iso277012025 A.2.5.5,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.6,iso277012025 A.2.5.6,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.7,iso277012025 A.2.5.7,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.8,iso277012025 A.2.5.8,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.2.5.9,iso277012025 A.2.5.9,ISO 27701:2025 A.2 A.2 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.10,iso277012025 A.3.10,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.11,iso277012025 A.3.11,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.12,iso277012025 A.3.12,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.13,iso277012025 A.3.13,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.14,iso277012025 A.3.14,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.15,iso277012025 A.3.15,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.16,iso277012025 A.3.16,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.17,iso277012025 A.3.17,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.18,iso277012025 A.3.18,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.19,iso277012025 A.3.19,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.20,iso277012025 A.3.20,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.21,iso277012025 A.3.21,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.22,iso277012025 A.3.22,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.23,iso277012025 A.3.23,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.24,iso277012025 A.3.24,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.25,iso277012025 A.3.25,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
iso277012025,A.3.26,iso277012025 A.3.26,ISO 27701:2025 A.3 A.3 Controls,0,0,0,,,,,framework_catalog_only,,
